relation_id,source_person_id,target_person_id,standard_relation_type,relation_risk_level,confidence,context,human_verdict,human_note
REL-03678,ZLH-082,ZLH-112,通信,high,medium,"让他做《春光》特约撰稿人;诗人戴望舒在一篇法国通信中说过纪德也是“第三种人“的话,因而受到非议,但是他仍旧被列人了特约揣稿人的名单,真是极一时之盛。这份特约撰稿",,
REL-03708,ZLH-083,ZLH-143,合作,critical,medium,"──────────左联词典者林焕平,东流文艺月刊社发行;2卷期起编辑、发行者为陈达人),1934年月在日本东京创刊。主要撰稿人林焕平、魏晋、林林、陈十鹄、",,
REL-03714,ZLH-084,ZLH-083,同属组织,high,low,着敌人的刺刀尖，坚持战斗的“北平左联”（陆万美） 两届“北平文总”的一些情况（陆万美） 回忆郊祭李大钊同志（端木蕻良） 北平左联支部的一年（陈辛仁） 记一次被出卖了的会议（方殷） 关于“冰流社”（徐？,,
REL-03722,ZLH-084,ZLH-119,交游,low,medium,"、吴振刚,余修、邱韵铎、何非、何家槐、邹恩淘、应修人、辛劳、汪宪、沙汀、沈起孙、谷万川、谷景生、谷牧、张寮晖、张秀岩.张秀中、张天翼、张璋、张露薇、张天虚、张文; 成员有沙汀、艾芜、草明、杨骚、何家槐、叶紫、聂绀驿、杨潮、杨刚等,负责人欧阳山.诗歌研究委员会左联秘书处下属单位.又称诗歌创作委员会、诗歌组.主要任务是指导左联",,
REL-03737,ZLH-086,ZLH-009,纪念/悼念,high,medium,”二三事（王淑明） 回忆“左联”一刊物（葛一虹） 伟大的历程和片断的回忆（荒煤）——纪念“左联”成立五十周年 “左联”散忆（林淡秋） 左联与《文学》（黄源） 三十年代的革命新苗（赵家璧）——回忆专为左,,
REL-03738,ZLH-086,ZLH-038,纪念/悼念,high,medium,”二三事（王淑明） 回忆“左联”一刊物（葛一虹） 伟大的历程和片断的回忆（荒煤）——纪念“左联”成立五十周年 “左联”,,
REL-03752,ZLH-086,ZLH-144,同属组织,high,low,"、黄新波等都是左联盟员,穆复(葛一虹)是中国左翼戏剧家联盟成员,余不详。(3)《文艺群众》“《新生》事件“后书报审查的暂时放松,对喘息在文化围剿中的左联来说无异",,
REL-03758,ZLH-087,ZLH-085,同属组织,high,low,长的记忆（苏凡） 北平左联到剧联的回忆（于伶） 1931—1932年的北方左翼文化运动（陈沂）——向鲁迅先生的一次汇 报和请示 忆“北方左联”（王志之） 迎着敌人的刺刀尖，坚持战斗的“北平左联”（陆万,,
REL-03766,ZLH-091,ZLH-105,合作,critical,medium,"周起应(周扬)、楼适夷、华蒂(叶以群)、彭莲青(彭慧)、李辉英、金丁等人。年左联又改选执委会,新执委会成员有鲁迅、茅盾、周起应、沈端先、田汉、周文、; 再版时改现名);左联作家华蒂(叶以群)、森堡(任钧)、洪灵菲、蓬子也译过高尔基的小说:华蒂、森堡合译过短篇集《隐秘的爱》,洪灵菲和蓬子则分别译过他的自传体小说《; 得并不轻松。曾任该刊编辑干事的叶以群回忆道;由于左联绢济困难,印刷费必须",,
REL-03767,ZLH-091,ZLH-112,待核验,critical,low,"迅先生的演讲和冯雪峰、胡也频、戴望舒等的讲课,同年月,参加在南厕路举行的、庆祝红军攻克长沙的示威游行。年冬加入中国共产兑。同时开始诗歌创作,向各左翼文",,
REL-03792,ZLH-093,ZLH-119,合作,critical,medium,"牧风、日罗、史巴克、段一虹以及王亚平、袁勃、段一虹等,发表的作品有(关于新兴艺术的风格问题》(路一)、《文野统一论》(辛人)、《中国文坛的黑晚面》(路一-农)、",,
REL-03795,ZLH-093,ZLH-129,同属组织,critical,low,"人之一,其余发起人还有何香凝、胡愈之、诸青来、张定夫、王统照、潘大造、沈兹九、陈波儿、胡子婴、刘良模、彭文应、潘仰山、张宗麟、汪馥炎等。他们具状君送江苏高等法院",,
REL-03803,ZLH-096,ZLH-105,同属组织,critical,low,"左联作家有鲁迅、茅盾、楼适夷、沈起予、郑伯奇、冯雪峰、钱杏郭、田汉、洪深、彭康、朱镜我、丁九(应修人)、丁玲、潘汉年、郝达夫、戴平万等,还有许多进步作家如胡愈之; 中有丁玲、方光焘、田汉、白薇、沈起予、张天翼、郑伯奇、鲁迅、适夷、谢冰苔、穆木天等左联盟员作家,还有冰心、王统照、王鲁彦、巴金、朱自清、老舍、; 我们的中国》、朱自清《血歌》、王统照《烈风雷雨》、刘一声《五卅放歌》、蒋光慈《血祭》等诗作",,
REL-03817,ZLH-096,ZLH-131,交游,low,medium,"代文学的新时期。叶圣陶、巴金、王统照、郑振铎、老舍、吾组组、白朗、陈白尘、艾青、臧克家等虽未加入左联,但他们和左联作家站在同一阵线,努力创造,他们的优秀作品同样",,
REL-03840,ZLH-098,ZLH-105,合作,critical,medium,"丹仁(冯雪峰)、郑伯奇、丁玲、沈起予、何畏、穆木天等数十人出席,何丹仁、朐愈之、叶绍钩、王亚南等人任机关刊编辑委员会委员。“一.二八“战争期间,该会成员丁玲; 蛟存。江公怀、李公朴、胡秋原、沈从文、徐翔穆、杨郫人、沈起予、戴望舒、n【,深[网一国下罡",,
REL-03851,ZLH-098,ZLH-128,交游,low,medium,陈彬和、胡愈之、洪深、邹韬奋、林语堂、叶节陶、郁达夫、陈望道、柳亚子、俞颂华、黄幼雄、傅东华、樊仲五、夏不尊、黎删文、江公怀、李公朴、胡秋原、沈从文、王鲁彦、赵; )、《狗》(巴金)、《柏子》(沈从文)、《阿娥》(孙席珍)、《在“大连号“轮船上》(田军)、《第三支枪》(田军)、《狗肉将军》(林语堂)、《皈依》(萧乾)、《紫,,
REL-03852,ZLH-098,ZLH-129,交游,low,medium,"23日,蔡元培、杨铨、陈彬和、胡愈之、洪深、邹韬奋、林语堂、叶节陶、郁达夫、陈望道、柳亚子、俞颂华、黄幼雄、傅东华、樊仲五、夏不尊、黎删文、江公怀、李公朴、胡秋",,
REL-03863,ZLH-100,ZLH-104,待核验,critical,low,"迈、艾芜、石喝冲、石灵、东平、叶灵凤、叶沉、叶以群、叶紫、田间、田牛、史征军、白薇、白曜、卢芳、冯润壕、冯铿、冯毅之、冯完章、冯契,边隆基、司徒懋数、讥马文森、",,
REL-03869,ZLH-100,ZLH-120,同属组织,critical,low,"洪深、洪灵菲、洪道、宣侠父、姚蓬子、柔石、饶彰风、袁殊、袅青伟、聂绀、夏征农、俩拾,钱亦石、秦川、倪素存、; 全平、蒋光慈、胡也频、柔石、姚蓬子、阳翰笙、茅眉、周扬、周文、朗风、丁玲、楼适夷、华蒂(叶以群)、李辉英、汪金厂沙汀、艾草、夏征农、任臼戈等。左联常务委员会左联",,
REL-03902,ZLH-104,ZLH-139,同属组织,critical,low,左联史陆晶清、薛铁珊、梅龚彬、陈望道、蔡慕晖、邓初民、孙师毅、乐嗣炳、辛树帜、高希圣、郭真、彭芳草、任白涛、谢韵心、张晓柳、施复亮、胡秋原、唐鸣时、沈嗣庄、余云; 韬奋、林语堂、叶圣陶、郁达夫、陈望道、柳亚子、俞颂华、黄绍雄、傅家章、樊仲云、夏与尊、黎烈文、王鲁彦、赵家壁、蔡慕晖、彭芳草、马国亮、梁得所、叶灵凤、邵洵美、钱; 天翼、曹聚仁、曹宇君、曹养吾、陈望道、陈子展、陈大悲、陈端志、陈康白、章,,
REL-03919,ZLH-105,ZLH-130,交游,low,medium,"左联作家有鲁迅、茅盾、楼适夷、沈起予、郑伯奇、冯雪峰、钱杏郭、田汉、洪深、彭康、朱镜我、丁九(应修人)、丁玲、潘汉年、郝达夫、戴平万等,还有许多进步作家如胡愈之; 33),是一位优秀的左翼作家。沈起予(1903一1970)沈起予是后期创造社成员、左翼作家。笔名绮雨,四川巴县人。年月日,出席中国左翼作家联盟成立大",,
REL-03927,ZLH-105,ZLH-142,交游,low,medium,"秀侠、王一榴、冯乃超、龚冰庐、沈起予、华汉(阳翰笙)、蒋光慈、钱杏邬(阿英)、冯润璋、魏金枝、张天翼、戴平万、孟超、冯宪章、洪灵菲、王任叔、森堡(任钧)、马宁、; 《普罗文艺的师表一一高尔基》。沈起予译过高尔基的《给青年作家》、《论散文》、《戏曲论》、《儿童文学的“主题“论》、《论创作技巧。王任叔译过高尔基《论剧》,叶以",,
REL-03939,ZLH-107,ZLH-120,待核验,critical,low,鸢、周扬、荒燥、徐懋庸、柳倩、夏征农、梅雨、戴平万、杨骚、关露、欧阳凡海、穆木天、丽尼。其他文化界知名人土则有史东山、艾思奇、吕骥、冼星海、柯灵、柳谋、张庚、欧,,
REL-03968,ZLH-114,ZLH-115,论战,high,medium,[存目]上海电影刊物的检讨清算刘呐鸥的理论论穆时英的电影批评底基础一个电影批评人; 电影之路》(1933)、《清算刘呐鸥的理论》(1934)、《论穆时英的电影批评底基础》(19353,,
REL-04009,ZLH-117,ZLH-133,签名联署,low,medium,"天翼、沈兹九、刘良模、胡子婴、陈波儿、潘白山等位爱国领袖、社会名流及进步作家为援救“七君子“而签名发起的。义愤填膺的张天翼忠实地追随宋庆龄,决心和“七君孙“",,
REL-04010,ZLH-117,ZLH-136,交游,low,medium,"震中外的“救国人狱运动“,这是宋庆龄、何香凝、诸青来、彭文应、张定夫、胡愈之、汪馥炎、张宗麟、潘大逵、王统照、张天翼、沈兹九、刘良模、胡子婴、陈波儿、潘白山等1; 人早日恢复自由,促进全民抗战,宋庆龄等人发起“救国人狱运动“,左联作家张天翼是发起人之一,其余发起人还有何香凝、胡愈之、诸青来、张定夫、王统照、潘大造、沈兹",,
REL-04034,ZLH-120,ZLH-123,待核验,critical,low,"》(含沙著),还有一批刊物,如夏征农主编的《新认识》、黎烈文主编的《中流》、姚蓬子主编的《世界文化》、克夫等主编的《通俗文化》等。国民党当局做贼心虚,查禁书刊总",,
REL-04046,ZLH-121,ZLH-127,待核验,critical,low,"史沫特荷、斯诺、伊罗生;日本人内山完造、山上正义、尾崎秀实、增田涉、鹿地亘等。萧三博学多才、干练智慧,善于利用一切机会向苏联作家和世界各国作家介绍中国、介绍中国; 版一0Eaiisoamins过曹靖华翻译的两部(或本)苏联小说(八-[朊绍》积(第四一一》,都是描写苔联‖人政内战的作品,这两部(或本)书闰世不久就被没收查禁。; 轻松一下,从而有利于恢复健康;内山完造甚至已经在日本长崎县云仙租好了一间",,
REL-04053,ZLH-121,ZLH-136,交游,low,medium,",生前友好冯雪峰、黄源、萧军、内山完造、鹿地亘夫妇闻讯后即赶到鲁迅寓所。宋庆龄@“陈烟桥《鲁迅先生与中国木刻; 392左联史闻讯后也赶来了。在宋庆龄的主持下商定了“鲁迅治丧委员会“最初的名单,蔡元培、马相伯、宋庆龄、毛泽东、内山完造、A.史沫特莱、沈钧儒、茅盾、",,
REL-04080,ZLH-123,ZLH-136,交游,low,medium,"主主义、国际主义、共产主义战士宋庆龄以及藩元培、柳亚子、杨铨、沈钩儒、李公朴、王造时、章乃咤、史良、胡愈之等社会君流,反对蒋介石国民党的专制独裁、卖国投降,从政; 国会“的领导人沈钧儒、章乃器、邹韬奋、李公朴、王造时、沙十里、史良因积极领导抗日救亡运动而遭到国民党当局逸捕,并被移送苏州江苏省高等法院看守所关押,受到非法审讯; 了全国各界救国会领导人沈钧儒、邹韬奋、李公朴、史良、沙十里、王造时、章乃",,
REL-04090,ZLH-124,ZLH-139,待核验,critical,low,和左翼文学运动;学术界文艺界的陈望道、叶圣陶、郑振铎、曹靖华、巴金、夏不尊、李一埕、王统照、范文澜、明承仕、朱自清、艾思奇、唐弛、李何林、靳以、杜宣;新闻出版界,,
REL-04093,ZLH-127,ZLH-129,创作合作,low,medium,"祝》.贺词由鲁迅、茅盾、丁玲、曹靖华、洛扬(汞雪峰)、奕如(夏衍),适夷联名签署.同年月,中苏两国政府恢复邦交,左联发表《中国著作家为中苏复交致苏联电》,柳",,
REL-04131,ZLH-129,ZLH-139,交游,low,medium,"表鲁迅、茅盾、郁达夫、叶绍钧、陈望道、洪深、杜衡、田汉、丁玲等位左翼作家签署的《为横死之小林遗族募捐启》,声援日木革命。同年月日下午,她和前来联系工作的",,
REL-04139,ZLH-130,ZLH-136,交游,low,medium,"根据上海反帝大同盟的决定,参与宋庆龄、杨杏佛发起的群众组织国民御侮自救会的",,
REL-04141,ZLH-130,ZLH-139,同属组织,critical,low,"重运、王统照、叶圣陶、郑振铎、杨杏佛、潘梓年、黎烈文、施蛟存、曹聚仁等,达数十人之多,可见其仇恨光明与进步的疯狂。《社会新闻》对左翼文化运动横途压迫标灾乐祸。它",,
REL-04144,ZLH-130,ZLH-144,同属组织,critical,low,"反战大会即将在上海召开,亨利.巴比塞将来华出席大会的消息传到北平,古城一片欢腾,左联盟员人人精神振奋。《文学杂志》刊出巴比塞、罗曼罗兰、辛克莱、里丁、爱丹生等5",,
REL-04147,ZLH-131,ZLH-132,交游,low,medium,"爱国民主人士的大力支持,也得到史沫特莱、斯诺、伊罗生、内山完造、uiL──────; 新局面.左联盟主的鲁迅,同A.史沫特莱、埃德加.斯诺、伊罗生(伊赛克).内山完造、山上正义",,
REL-04160,ZLH-132,ZLH-136,地下通讯,medium,medium,"援活动,公开救援活动的组织者是宋庆龄,秘密救援活动外国方面由理查德.左尔格负责,中国方面则由左联的组织者潘汉年领导。月间,宋庆龄为奔母丧,从德国回到上海。月; 报》,他和难友们看到一条消息:宋庆龄、蔡元培等在上海组织中国民权保障同盟,这使大家很受鼓舞。年月上旬的一天,刘尊棋向狱中党支部汇报自己的一个想法:用英; 狱中发出的,甚至气势汹汹地指责宋庆龄等“一二私人………擎用本会最高机关",,
REL-04169,ZLH-132,ZLH-150,合作,high,medium,"后的《申报,自画谈》,共同协助伊罗生编选《草鞋脚》,共同创办《译文》杂志,以及鲁迅重视《子夜》的出版等事实,说明鲁迅和茅盾在左联时期的亲密友谊和合作。老将殊勋青",,
REL-04177,ZLH-133,ZLH-143,待核验,critical,low,",著名科学家爱因斯坦,著名作家罗曼罗兰、巴比塞、荧威格、雷恩、弗希特万格,版画家珂勒惠支等人。中国作家也发表宣言营救牛兰夫妇。年月日《文艺新闻》第5",,
REL-04207,ZLH-139,ZLH-141,交游,low,medium,《文化月报》创刊号发表左联庆祈高尔基文学活动四十周年的祝词《高尔基的四十年创作生活一一我们的庆祝》.贺词由鲁迅、茅盾、丁玲、曹靖华、洛扬(汞雪峰)、奕如(夏衍),,
REL-04216,ZLH-141,ZLH-147,交游,low,medium,"的《有声电影的前途》,祝秀侩《高尔基〈夜店)》,印韵铎译美国杰克.伦敦《自叙传》和辛克莱的小说《动物园》,还有《艺术剧; 乡》,翻译小说《兵士和农民》(高尔基)、《伦敦的卵啡店》和《车夫与木匠》(均贾克.伦敦)、《矿工的话》(卞尔斯)、《动物园》(U.辛克菜)以及《贾克.伦散自传》; 三章“在残酷围募中壮大217《高尔基创作四十年纪念论文集》两书被加的罪名是“普罗文艺“,《新俄文学中的男女》、《大",,
REL-04237,ZLH-150,ZLH-067,纪念/悼念,high,medium,适夷） 我为“左联”在国外作了些什么？（萧三） 有关左联的一些回忆（金丁） 纪念“左联”，缅怀战友（季楚书） 一个左联盟员的回忆琐记（沙汀） 三十年代的一幅剪影（艾芜）——我参加左联前前后后的情形 我,,
